match_id,date,team,opponent,venue,inning,milestone,legal_balls_faced
1001349,2017/02/17,Australia,Sri Lanka,Melbourne Cricket Ground,1,50,40
1001349,2017/02/17,Australia,Sri Lanka,Melbourne Cricket Ground,1,100,84
1001349,2017/02/17,Australia,Sri Lanka,Melbourne Cricket Ground,1,150,109
1001349,2017/02/17,Sri Lanka,Australia,Melbourne Cricket Ground,2,50,26
1001349,2017/02/17,Sri Lanka,Australia,Melbourne Cricket Ground,2,100,74
1001349,2017/02/17,Sri Lanka,Australia,Melbourne Cricket Ground,2,150,101
1001351,2017/02/19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",1,50,34
1001351,2017/02/19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",1,100,68
1001351,2017/02/19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",1,150,103
1001351,2017/02/19,Sri Lanka,Australia,"Simonds Stadium, South Geelong",2,50,41
1001351,2017/02/19,Sri Lanka,Australia,"Simonds Stadium, South Geelong",2,100,80
1001351,2017/02/19,Sri Lanka,Australia,"Simonds Stadium, South Geelong",2,150,111
1001353,2017/02/22,Australia,Sri Lanka,Adelaide Oval,1,50,29
1001353,2017/02/22,Australia,Sri Lanka,Adelaide Oval,1,100,66
1001353,2017/02/22,Australia,Sri Lanka,Adelaide Oval,1,150,98
1001353,2017/02/22,Sri Lanka,Australia,Adelaide Oval,2,50,30
1001353,2017/02/22,Sri Lanka,Australia,Adelaide Oval,2,100,79
1004729,2016/09/05,Hong Kong,Ireland,"Bready Cricket Club, Magheramason",1,50,30
1004729,2016/09/05,Hong Kong,Ireland,"Bready Cricket Club, Magheramason",1,100,74
1004729,2016/09/05,Hong Kong,Ireland,"Bready Cricket Club, Magheramason",1,150,108
1004729,2016/09/05,Ireland,Hong Kong,"Bready Cricket Club, Magheramason",2,50,51
1004729,2016/09/05,Ireland,Hong Kong,"Bready Cricket Club, Magheramason",2,100,81
1007655,2016/06/18,Zimbabwe,India,Harare Sports Club,1,50,41
1007655,2016/06/18,Zimbabwe,India,Harare Sports Club,1,100,84
1007655,2016/06/18,Zimbabwe,India,Harare Sports Club,1,150,113
1007655,2016/06/18,India,Zimbabwe,Harare Sports Club,2,50,43
1007655,2016/06/18,India,Zimbabwe,Harare Sports Club,2,100,81
1007655,2016/06/18,India,Zimbabwe,Harare Sports Club,2,150,107
1007657,2016/06/20,Zimbabwe,India,Harare Sports Club,1,50,58
1007657,2016/06/20,India,Zimbabwe,Harare Sports Club,2,50,46
1007657,2016/06/20,India,Zimbabwe,Harare Sports Club,2,100,79
1007659,2016/06/22,India,Zimbabwe,Harare Sports Club,1,50,55
1007659,2016/06/22,India,Zimbabwe,Harare Sports Club,1,100,103
1007659,2016/06/22,Zimbabwe,India,Harare Sports Club,2,50,47
1007659,2016/06/22,Zimbabwe,India,Harare Sports Club,2,100,99
1019979,2017/01/03,Bangladesh,New Zealand,McLean Park,1,50,49
1019979,2017/01/03,Bangladesh,New Zealand,McLean Park,1,100,95
1019979,2017/01/03,New Zealand,Bangladesh,McLean Park,2,50,46
1019979,2017/01/03,New Zealand,Bangladesh,McLean Park,2,100,86
1019981,2017/01/06,New Zealand,Bangladesh,Bay Oval,1,50,37
1019981,2017/01/06,New Zealand,Bangladesh,Bay Oval,1,100,69
1019981,2017/01/06,New Zealand,Bangladesh,Bay Oval,1,150,86
1019981,2017/01/06,Bangladesh,New Zealand,Bay Oval,2,50,38
1019981,2017/01/06,Bangladesh,New Zealand,Bay Oval,2,100,63
1019983,2017/01/08,New Zealand,Bangladesh,Bay Oval,1,50,54
1019983,2017/01/08,New Zealand,Bangladesh,Bay Oval,1,100,81
1019983,2017/01/08,New Zealand,Bangladesh,Bay Oval,1,150,101
1019983,2017/01/08,Bangladesh,New Zealand,Bay Oval,2,50,30
1019983,2017/01/08,Bangladesh,New Zealand,Bay Oval,2,100,73
1019983,2017/01/08,Bangladesh,New Zealand,Bay Oval,2,150,109
1020029,2017/02/17,South Africa,New Zealand,Eden Park,1,50,34
1020029,2017/02/17,South Africa,New Zealand,Eden Park,1,100,63
1020029,2017/02/17,South Africa,New Zealand,Eden Park,1,150,100
1020029,2017/02/17,New Zealand,South Africa,Eden Park,2,50,47
1020029,2017/02/17,New Zealand,South Africa,Eden Park,2,100,84
1031431,2017/06/21,South Africa,England,The Rose Bowl,1,50,45
1031431,2017/06/21,South Africa,England,The Rose Bowl,1,100,95
1031431,2017/06/21,England,South Africa,The Rose Bowl,2,50,28
1031431,2017/06/21,England,South Africa,The Rose Bowl,2,100,63
1031433,2017/06/23,South Africa,England,County Ground,1,50,39
1031433,2017/06/23,South Africa,England,County Ground,1,100,72
1031433,2017/06/23,South Africa,England,County Ground,1,150,105
1031433,2017/06/23,England,South Africa,County Ground,2,50,35
1031433,2017/06/23,England,South Africa,County Ground,2,100,65
1031433,2017/06/23,England,South Africa,County Ground,2,150,103
1031435,2017/06/25,England,South Africa,Sophia Gardens,1,50,41
1031435,2017/06/25,England,South Africa,Sophia Gardens,1,100,67
1031435,2017/06/25,England,South Africa,Sophia Gardens,1,150,99
1031435,2017/06/25,South Africa,England,Sophia Gardens,2,50,46
1031435,2017/06/25,South Africa,England,Sophia Gardens,2,100,86
1031435,2017/06/25,South Africa,England,Sophia Gardens,2,150,116
1031665,2017/09/16,West Indies,England,Riverside Ground,1,50,30
1031665,2017/09/16,West Indies,England,Riverside Ground,1,100,55
1031665,2017/09/16,West Indies,England,Riverside Ground,1,150,103
1031665,2017/09/16,England,West Indies,Riverside Ground,2,50,24
1031665,2017/09/16,England,West Indies,Riverside Ground,2,100,70
1031665,2017/09/16,England,West Indies,Riverside Ground,2,150,113
1034825,2017/01/26,India,England,Green Park,1,50,38
1034825,2017/01/26,India,England,Green Park,1,100,82
1034825,2017/01/26,England,India,Green Park,2,50,38
1034825,2017/01/26,England,India,Green Park,2,100,75
1034827,2017/01/29,India,England,"Vidarbha Cricket Association Stadium, Jamtha",1,50,40
1034827,2017/01/29,India,England,"Vidarbha Cricket Association Stadium, Jamtha",1,100,82
1034827,2017/01/29,England,India,"Vidarbha Cricket Association Stadium, Jamtha",2,50,49
1034827,2017/01/29,England,India,"Vidarbha Cricket Association Stadium, Jamtha",2,100,89
1034829,2017/02/01,India,England,M Chinnaswamy Stadium,1,50,35
1034829,2017/02/01,India,England,M Chinnaswamy Stadium,1,100,73
1034829,2017/02/01,India,England,M Chinnaswamy Stadium,1,150,101
1034829,2017/02/01,India,England,M Chinnaswamy Stadium,1,200,119
1034829,2017/02/01,England,India,M Chinnaswamy Stadium,2,50,34
1034829,2017/02/01,England,India,M Chinnaswamy Stadium,2,100,69
1041615,2016/08/27,West Indies,India,Central Broward Regional Park Stadium Turf Ground,1,50,25
1041615,2016/08/27,West Indies,India,Central Broward Regional Park Stadium Turf Ground,1,100,46
1041615,2016/08/27,West Indies,India,Central Broward Regional Park Stadium Turf Ground,1,150,63
1041615,2016/08/27,West Indies,India,Central Broward Regional Park Stadium Turf Ground,1,200,91
1041615,2016/08/27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,2,50,29
1041615,2016/08/27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,2,100,51
1041615,2016/08/27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,2,150,78
1041615,2016/08/27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,2,200,98
1041617,2016/08/28,West Indies,India,Central Broward Regional Park Stadium Turf Ground,1,50,30
1041617,2016/08/28,West Indies,India,Central Broward Regional Park Stadium Turf Ground,1,100,80
1050217,2016/09/23,West Indies,Pakistan,Dubai International Cricket Stadium,1,50,75
1050217,2016/09/23,West Indies,Pakistan,Dubai International Cricket Stadium,1,100,106
1050217,2016/09/23,Pakistan,West Indies,Dubai International Cricket Stadium,2,50,52
1050217,2016/09/23,Pakistan,West Indies,Dubai International Cricket Stadium,2,100,81
1050219,2016/09/24,Pakistan,West Indies,Dubai International Cricket Stadium,1,50,44
1050219,2016/09/24,Pakistan,West Indies,Dubai International Cricket Stadium,1,100,84
1050219,2016/09/24,Pakistan,West Indies,Dubai International Cricket Stadium,1,150,113
1050219,2016/09/24,West Indies,Pakistan,Dubai International Cricket Stadium,2,50,65
1050219,2016/09/24,West Indies,Pakistan,Dubai International Cricket Stadium,2,100,100
1050221,2016/09/27,West Indies,Pakistan,Sheikh Zayed Stadium,1,50,64
1050221,2016/09/27,West Indies,Pakistan,Sheikh Zayed Stadium,1,100,117
1050221,2016/09/27,Pakistan,West Indies,Sheikh Zayed Stadium,2,50,49
1050221,2016/09/27,Pakistan,West Indies,Sheikh Zayed Stadium,2,100,88
1072316,2018/02/03,New Zealand,Australia,Sydney Cricket Ground,1,50,61
1072316,2018/02/03,New Zealand,Australia,Sydney Cricket Ground,1,100,108
1072316,2018/02/03,Australia,New Zealand,Sydney Cricket Ground,2,50,38
1072317,2018/02/07,England,Australia,Bellerive Oval,1,50,30
1072317,2018/02/07,England,Australia,Bellerive Oval,1,100,66
1072317,2018/02/07,England,Australia,Bellerive Oval,1,150,120
1072317,2018/02/07,Australia,England,Bellerive Oval,2,50,33
1072317,2018/02/07,Australia,England,Bellerive Oval,2,100,73
1072317,2018/02/07,Australia,England,Bellerive Oval,2,150,107
1072318,2018/02/10,England,Australia,Melbourne Cricket Ground,1,50,44
1072318,2018/02/10,England,Australia,Melbourne Cricket Ground,1,100,98
1072318,2018/02/10,Australia,England,Melbourne Cricket Ground,2,50,31
1072318,2018/02/10,Australia,England,Melbourne Cricket Ground,2,100,65
1072319,2018/02/13,New Zealand,England,Westpac Stadium,1,50,36
1072319,2018/02/13,New Zealand,England,Westpac Stadium,1,100,67
1072319,2018/02/13,New Zealand,England,Westpac Stadium,1,150,95
1072319,2018/02/13,England,New Zealand,Westpac Stadium,2,50,30
1072319,2018/02/13,England,New Zealand,Westpac Stadium,2,100,69
1072319,2018/02/13,England,New Zealand,Westpac Stadium,2,150,97
1072320,2018/02/16,New Zealand,Australia,Eden Park,1,50,28
1072320,2018/02/16,New Zealand,Australia,Eden Park,1,100,56
1072320,2018/02/16,New Zealand,Australia,Eden Park,1,150,72
1072320,2018/02/16,New Zealand,Australia,Eden Park,1,200,94
1072320,2018/02/16,Australia,New Zealand,Eden Park,2,50,24
1072320,2018/02/16,Australia,New Zealand,Eden Park,2,100,43
1072320,2018/02/16,Australia,New Zealand,Eden Park,2,150,68
1072320,2018/02/16,Australia,New Zealand,Eden Park,2,200,94
1072321,2018/02/18,England,New Zealand,Seddon Park,1,50,40
1072321,2018/02/18,England,New Zealand,Seddon Park,1,100,64
1072321,2018/02/18,England,New Zealand,Seddon Park,1,150,103
1072321,2018/02/18,New Zealand,England,Seddon Park,2,50,26
1072321,2018/02/18,New Zealand,England,Seddon Park,2,100,66
1072321,2018/02/18,New Zealand,England,Seddon Park,2,150,94
1072322,2018/02/21,New Zealand,Australia,Eden Park,1,50,29
1072322,2018/02/21,New Zealand,Australia,Eden Park,1,100,72
1072322,2018/02/21,New Zealand,Australia,Eden Park,1,150,120
1072322,2018/02/21,Australia,New Zealand,Eden Park,2,50,33
1072322,2018/02/21,Australia,New Zealand,Eden Park,2,100,78
1074957,2017/01/14,Scotland,Hong Kong,Sheikh Zayed Stadium,1,50,39
1074957,2017/01/14,Scotland,Hong Kong,Sheikh Zayed Stadium,1,100,73
1074957,2017/01/14,Scotland,Hong Kong,Sheikh Zayed Stadium,1,150,101
1074957,2017/01/14,Hong Kong,Scotland,Sheikh Zayed Stadium,2,50,50
1074957,2017/01/14,Hong Kong,Scotland,Sheikh Zayed Stadium,2,100,86
1074957,2017/01/14,Hong Kong,Scotland,Sheikh Zayed Stadium,2,150,111
1074959,2017/01/15,Oman,Netherlands,Sheikh Zayed Stadium,1,50,48
1074959,2017/01/15,Oman,Netherlands,Sheikh Zayed Stadium,1,100,97
1074959,2017/01/15,Netherlands,Oman,Sheikh Zayed Stadium,2,50,42
1074959,2017/01/15,Netherlands,Oman,Sheikh Zayed Stadium,2,100,90
1074961,2017/01/16,Hong Kong,Oman,Sheikh Zayed Stadium,1,50,64
1074961,2017/01/16,Oman,Hong Kong,Sheikh Zayed Stadium,2,50,44
1074964,2017/01/17,Scotland,Netherlands,Sheikh Zayed Stadium,1,50,58
1074964,2017/01/17,Scotland,Netherlands,Sheikh Zayed Stadium,1,100,92
1074964,2017/01/17,Netherlands,Scotland,Sheikh Zayed Stadium,2,50,31
1074964,2017/01/17,Netherlands,Scotland,Sheikh Zayed Stadium,2,100,82
1074965,2017/01/18,Ireland,United Arab Emirates,Dubai International Cricket Stadium,1,50,45
1074965,2017/01/18,Ireland,United Arab Emirates,Dubai International Cricket Stadium,1,100,78
1074965,2017/01/18,Ireland,United Arab Emirates,Dubai International Cricket Stadium,1,150,113
1074965,2017/01/18,United Arab Emirates,Ireland,Dubai International Cricket Stadium,2,50,50
1074965,2017/01/18,United Arab Emirates,Ireland,Dubai International Cricket Stadium,2,100,106
1074966,2017/01/18,Hong Kong,Netherlands,Dubai International Cricket Stadium,1,50,24
1074966,2017/01/18,Hong Kong,Netherlands,Dubai International Cricket Stadium,1,100,77
1074966,2017/01/18,Hong Kong,Netherlands,Dubai International Cricket Stadium,1,150,108
1074966,2017/01/18,Netherlands,Hong Kong,Dubai International Cricket Stadium,2,50,51
1074968,2017/01/19,Oman,Scotland,Dubai International Cricket Stadium,1,50,59
1074968,2017/01/19,Oman,Scotland,Dubai International Cricket Stadium,1,100,99
1074968,2017/01/19,Scotland,Oman,Dubai International Cricket Stadium,2,50,53
1074968,2017/01/19,Scotland,Oman,Dubai International Cricket Stadium,2,100,92
1074970,2017/01/20,Ireland,Scotland,Dubai International Cricket Stadium,1,50,28
1074970,2017/01/20,Ireland,Scotland,Dubai International Cricket Stadium,1,100,59
1074970,2017/01/20,Ireland,Scotland,Dubai International Cricket Stadium,1,150,90
1074970,2017/01/20,Ireland,Scotland,Dubai International Cricket Stadium,1,200,114
1074970,2017/01/20,Scotland,Ireland,Dubai International Cricket Stadium,2,50,31
1074970,2017/01/20,Scotland,Ireland,Dubai International Cricket Stadium,2,100,78
1075507,2017/10/26,South Africa,Bangladesh,Mangaung Oval,1,50,32
1075507,2017/10/26,South Africa,Bangladesh,Mangaung Oval,1,100,64
1075507,2017/10/26,South Africa,Bangladesh,Mangaung Oval,1,150,97
1075507,2017/10/26,Bangladesh,South Africa,Mangaung Oval,2,50,30
1075507,2017/10/26,Bangladesh,South Africa,Mangaung Oval,2,100,65
1075507,2017/10/26,Bangladesh,South Africa,Mangaung Oval,2,150,103
1075508,2017/10/29,South Africa,Bangladesh,Senwes Park,1,50,43
1075508,2017/10/29,South Africa,Bangladesh,Senwes Park,1,100,75
1075508,2017/10/29,South Africa,Bangladesh,Senwes Park,1,150,95
1075508,2017/10/29,South Africa,Bangladesh,Senwes Park,1,200,112
1075508,2017/10/29,Bangladesh,South Africa,Senwes Park,2,50,38
1075508,2017/10/29,Bangladesh,South Africa,Senwes Park,2,100,79
1077947,2017/03/26,West Indies,Pakistan,"Kensington Oval, Bridgetown",1,50,68
1077947,2017/03/26,West Indies,Pakistan,"Kensington Oval, Bridgetown",1,100,110
1077947,2017/03/26,Pakistan,West Indies,"Kensington Oval, Bridgetown",2,50,54
1077947,2017/03/26,Pakistan,West Indies,"Kensington Oval, Bridgetown",2,100,96
1077948,2017/03/30,Pakistan,West Indies,"Queen's Park Oval, Port of Spain",1,50,62
1077948,2017/03/30,Pakistan,West Indies,"Queen's Park Oval, Port of Spain",1,100,104
1077948,2017/03/30,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",2,50,47
1077948,2017/03/30,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",2,100,99
1083449,2017/04/04,Bangladesh,Sri Lanka,R Premadasa Stadium,1,50,27
1083449,2017/04/04,Bangladesh,Sri Lanka,R Premadasa Stadium,1,100,84
1083449,2017/04/04,Bangladesh,Sri Lanka,R Premadasa Stadium,1,150,118
1083449,2017/04/04,Sri Lanka,Bangladesh,R Premadasa Stadium,2,50,35
1083449,2017/04/04,Sri Lanka,Bangladesh,R Premadasa Stadium,2,100,71
1083449,2017/04/04,Sri Lanka,Bangladesh,R Premadasa Stadium,2,150,111
1083450,2017/04/06,Bangladesh,Sri Lanka,R Premadasa Stadium,1,50,29
1083450,2017/04/06,Bangladesh,Sri Lanka,R Premadasa Stadium,1,100,59
1083450,2017/04/06,Bangladesh,Sri Lanka,R Premadasa Stadium,1,150,101
1083450,2017/04/06,Sri Lanka,Bangladesh,R Premadasa Stadium,2,50,41
1083450,2017/04/06,Sri Lanka,Bangladesh,R Premadasa Stadium,2,100,80
1085495,2017/04/01,Pakistan,West Indies,"Queen's Park Oval, Port of Spain",1,50,43
1085495,2017/04/01,Pakistan,West Indies,"Queen's Park Oval, Port of Spain",1,100,87
1085495,2017/04/01,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",2,50,37
1085495,2017/04/01,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",2,100,74
1085496,2017/04/02,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",1,50,41
1085496,2017/04/02,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",1,100,103
1085496,2017/04/02,Pakistan,West Indies,"Queen's Park Oval, Port of Spain",2,50,48
1085496,2017/04/02,Pakistan,West Indies,"Queen's Park Oval, Port of Spain",2,100,89
1089202,2017/04/12,Papua New Guinea,United Arab Emirates,Sheikh Zayed Stadium,1,50,67
1089202,2017/04/12,Papua New Guinea,United Arab Emirates,Sheikh Zayed Stadium,1,100,107
1089202,2017/04/12,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,2,50,35
1089202,2017/04/12,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,2,100,83
1089203,2017/04/14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,1,50,38
1089203,2017/04/14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,1,100,80
1089203,2017/04/14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,1,150,108
1089203,2017/04/14,Papua New Guinea,United Arab Emirates,Sheikh Zayed Stadium,2,50,26
1089203,2017/04/14,Papua New Guinea,United Arab Emirates,Sheikh Zayed Stadium,2,100,73
1089203,2017/04/14,Papua New Guinea,United Arab Emirates,Sheikh Zayed Stadium,2,150,119
1089243,2017/04/14,Papua New Guinea,United Arab Emirates,Sheikh Zayed Stadium,1,50,44
1089243,2017/04/14,Papua New Guinea,United Arab Emirates,Sheikh Zayed Stadium,1,100,97
1089243,2017/04/14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,2,50,42
1089243,2017/04/14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,2,100,87
1098211,2017/07/09,India,West Indies,"Sabina Park, Kingston",1,50,28
1098211,2017/07/09,India,West Indies,"Sabina Park, Kingston",1,100,65
1098211,2017/07/09,India,West Indies,"Sabina Park, Kingston",1,150,92
1098211,2017/07/09,West Indies,India,"Sabina Park, Kingston",2,50,28
1098211,2017/07/09,West Indies,India,"Sabina Park, Kingston",2,100,61
1098211,2017/07/09,West Indies,India,"Sabina Park, Kingston",2,150,91
1109610,2017/09/06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",1,50,31
1109610,2017/09/06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",1,100,69
1109610,2017/09/06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",1,150,113
1109610,2017/09/06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",2,50,43
1109610,2017/09/06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",2,100,69
1109610,2017/09/06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",2,150,104
1115798,2017/12/29,New Zealand,West Indies,Saxton Oval,1,50,46
1115798,2017/12/29,New Zealand,West Indies,Saxton Oval,1,100,75
1115798,2017/12/29,New Zealand,West Indies,Saxton Oval,1,150,104
1115798,2017/12/29,West Indies,New Zealand,Saxton Oval,2,50,45
1115798,2017/12/29,West Indies,New Zealand,Saxton Oval,2,100,90
1115799,2018/01/01,New Zealand,West Indies,Bay Oval,1,50,27
1115799,2018/01/01,New Zealand,West Indies,Bay Oval,1,100,54
1115800,2018/01/03,New Zealand,West Indies,Bay Oval,1,50,26
1115800,2018/01/03,New Zealand,West Indies,Bay Oval,1,100,56
1115800,2018/01/03,New Zealand,West Indies,Bay Oval,1,150,77
1115800,2018/01/03,New Zealand,West Indies,Bay Oval,1,200,100
1115800,2018/01/03,West Indies,New Zealand,Bay Oval,2,50,30
1115800,2018/01/03,West Indies,New Zealand,Bay Oval,2,100,74
1115807,2018/01/22,Pakistan,New Zealand,Westpac Stadium,1,50,75
1115807,2018/01/22,Pakistan,New Zealand,Westpac Stadium,1,100,117
1115807,2018/01/22,New Zealand,Pakistan,Westpac Stadium,2,50,56
1115807,2018/01/22,New Zealand,Pakistan,Westpac Stadium,2,100,94
1115808,2018/01/25,Pakistan,New Zealand,Eden Park,1,50,33
1115808,2018/01/25,Pakistan,New Zealand,Eden Park,1,100,66
1115808,2018/01/25,Pakistan,New Zealand,Eden Park,1,150,96
1115808,2018/01/25,Pakistan,New Zealand,Eden Park,1,200,120
1115808,2018/01/25,New Zealand,Pakistan,Eden Park,2,50,38
1115808,2018/01/25,New Zealand,Pakistan,Eden Park,2,100,76
1115808,2018/01/25,New Zealand,Pakistan,Eden Park,2,150,104
1115809,2018/01/28,Pakistan,New Zealand,Bay Oval,1,50,38
1115809,2018/01/28,Pakistan,New Zealand,Bay Oval,1,100,77
1115809,2018/01/28,Pakistan,New Zealand,Bay Oval,1,150,106
1115809,2018/01/28,New Zealand,Pakistan,Bay Oval,2,50,40
1115809,2018/01/28,New Zealand,Pakistan,Bay Oval,2,100,85
1115809,2018/01/28,New Zealand,Pakistan,Bay Oval,2,150,115
1117821,2017/09/12,Pakistan,ICC World XI,Gaddafi Stadium,1,50,37
1117821,2017/09/12,Pakistan,ICC World XI,Gaddafi Stadium,1,100,68
1117821,2017/09/12,Pakistan,ICC World XI,Gaddafi Stadium,1,150,103
1117821,2017/09/12,ICC World XI,Pakistan,Gaddafi Stadium,2,50,37
1117821,2017/09/12,ICC World XI,Pakistan,Gaddafi Stadium,2,100,72
1117821,2017/09/12,ICC World XI,Pakistan,Gaddafi Stadium,2,150,106
1117822,2017/09/13,Pakistan,ICC World XI,Gaddafi Stadium,1,50,44
1117822,2017/09/13,Pakistan,ICC World XI,Gaddafi Stadium,1,100,73
1117822,2017/09/13,Pakistan,ICC World XI,Gaddafi Stadium,1,150,107
1117822,2017/09/13,ICC World XI,Pakistan,Gaddafi Stadium,2,50,37
1117822,2017/09/13,ICC World XI,Pakistan,Gaddafi Stadium,2,100,82
1117822,2017/09/13,ICC World XI,Pakistan,Gaddafi Stadium,2,150,110
1117824,2017/09/15,Pakistan,ICC World XI,Gaddafi Stadium,1,50,35
1117824,2017/09/15,Pakistan,ICC World XI,Gaddafi Stadium,1,100,77
1117824,2017/09/15,Pakistan,ICC World XI,Gaddafi Stadium,1,150,105
1117824,2017/09/15,ICC World XI,Pakistan,Gaddafi Stadium,2,50,41
1117824,2017/09/15,ICC World XI,Pakistan,Gaddafi Stadium,2,100,76
1117824,2017/09/15,ICC World XI,Pakistan,Gaddafi Stadium,2,150,120
1119501,2017/10/07,Australia,India,JSCA International Stadium Complex,1,50,37
1119501,2017/10/07,Australia,India,JSCA International Stadium Complex,1,100,98
1119502,2017/10/10,India,Australia,Barsapara Cricket Stadium,1,50,49
1119502,2017/10/10,India,Australia,Barsapara Cricket Stadium,1,100,101
1119502,2017/10/10,Australia,India,Barsapara Cricket Stadium,2,50,48
1119502,2017/10/10,Australia,India,Barsapara Cricket Stadium,2,100,86
1119542,2018/06/27,England,Australia,Edgbaston,1,50,23
1119542,2018/06/27,England,Australia,Edgbaston,1,100,55
1119542,2018/06/27,England,Australia,Edgbaston,1,150,81
1119542,2018/06/27,England,Australia,Edgbaston,1,200,105
1119542,2018/06/27,Australia,England,Edgbaston,2,50,32
1119542,2018/06/27,Australia,England,Edgbaston,2,100,70
1119542,2018/06/27,Australia,England,Edgbaston,2,150,88
1119543,2018/07/03,England,India,Old Trafford,1,50,29
1119543,2018/07/03,England,India,Old Trafford,1,100,72
1119543,2018/07/03,England,India,Old Trafford,1,150,112
1119543,2018/07/03,India,England,Old Trafford,2,50,34
1119543,2018/07/03,India,England,Old Trafford,2,100,59
1119543,2018/07/03,India,England,Old Trafford,2,150,104
1119544,2018/07/06,India,England,Sophia Gardens,1,50,58
1119544,2018/07/06,India,England,Sophia Gardens,1,100,96
1119544,2018/07/06,England,India,Sophia Gardens,2,50,49
1119544,2018/07/06,England,India,Sophia Gardens,2,100,86
1119545,2018/07/08,England,India,County Ground,1,50,27
1119545,2018/07/08,England,India,County Ground,1,100,55
1119545,2018/07/08,England,India,County Ground,1,150,90
1119545,2018/07/08,India,England,County Ground,2,50,29
1119545,2018/07/08,India,England,County Ground,2,100,60
1119545,2018/07/08,India,England,County Ground,2,150,85
1119545,2018/07/08,India,England,County Ground,2,200,112
1120093,2017/11/01,India,New Zealand,Arun Jaitley Stadium,1,50,40
1120093,2017/11/01,India,New Zealand,Arun Jaitley Stadium,1,100,72
1120093,2017/11/01,India,New Zealand,Arun Jaitley Stadium,1,150,93
1120093,2017/11/01,India,New Zealand,Arun Jaitley Stadium,1,200,119
1120093,2017/11/01,New Zealand,India,Arun Jaitley Stadium,2,50,51
1120093,2017/11/01,New Zealand,India,Arun Jaitley Stadium,2,100,94
1120094,2017/11/04,New Zealand,India,Saurashtra Cricket Association Stadium,1,50,39
1120094,2017/11/04,New Zealand,India,Saurashtra Cricket Association Stadium,1,100,66
1120094,2017/11/04,New Zealand,India,Saurashtra Cricket Association Stadium,1,150,94
1120094,2017/11/04,India,New Zealand,Saurashtra Cricket Association Stadium,2,50,44
1120094,2017/11/04,India,New Zealand,Saurashtra Cricket Association Stadium,2,100,80
1120094,2017/11/04,India,New Zealand,Saurashtra Cricket Association Stadium,2,150,115
1120095,2017/11/07,India,New Zealand,Greenfield International Stadium,1,50,36
1120095,2017/11/07,New Zealand,India,Greenfield International Stadium,2,50,43
1120291,2017/10/26,Sri Lanka,Pakistan,Sheikh Zayed Stadium,1,50,48
1120291,2017/10/26,Sri Lanka,Pakistan,Sheikh Zayed Stadium,1,100,109
1120291,2017/10/26,Pakistan,Sri Lanka,Sheikh Zayed Stadium,2,50,57
1120291,2017/10/26,Pakistan,Sri Lanka,Sheikh Zayed Stadium,2,100,102
1120292,2017/10/27,Sri Lanka,Pakistan,Sheikh Zayed Stadium,1,50,49
1120292,2017/10/27,Sri Lanka,Pakistan,Sheikh Zayed Stadium,1,100,93
1120292,2017/10/27,Pakistan,Sri Lanka,Sheikh Zayed Stadium,2,50,51
1120292,2017/10/27,Pakistan,Sri Lanka,Sheikh Zayed Stadium,2,100,101
1120293,2017/10/29,Pakistan,Sri Lanka,Gaddafi Stadium,1,50,39
1120293,2017/10/29,Pakistan,Sri Lanka,Gaddafi Stadium,1,100,79
1120293,2017/10/29,Pakistan,Sri Lanka,Gaddafi Stadium,1,150,111
1120293,2017/10/29,Sri Lanka,Pakistan,Gaddafi Stadium,2,50,47
1120293,2017/10/29,Sri Lanka,Pakistan,Gaddafi Stadium,2,100,85
1122285,2018/02/18,India,South Africa,The Wanderers Stadium,1,50,27
1122285,2018/02/18,India,South Africa,The Wanderers Stadium,1,100,50
1122285,2018/02/18,India,South Africa,The Wanderers Stadium,1,150,85
1122285,2018/02/18,India,South Africa,The Wanderers Stadium,1,200,118
1122285,2018/02/18,South Africa,India,The Wanderers Stadium,2,50,40
1122285,2018/02/18,South Africa,India,The Wanderers Stadium,2,100,71
