match_id,date,opponent,inning,milestone,legal_balls_faced,record_type
1490237,2026/01/28,New Zealand,2,150,93,India
1490238,2026/01/31,New Zealand,1,50,34,India
1490238,2026/01/31,New Zealand,1,100,59,India
1490238,2026/01/31,New Zealand,1,150,76,India
1490238,2026/01/31,New Zealand,1,200,94,India
1490238,2026/01/31,New Zealand,1,250,114,India
1490238,2026/01/31,New Zealand,2,50,19,Against India
1490238,2026/01/31,New Zealand,2,100,48,Against India
1490238,2026/01/31,New Zealand,2,150,80,Against India
1490238,2026/01/31,New Zealand,2,200,107,Against India
1496921,2025/09/10,United Arab Emirates,1,50,53,Against India
1496921,2025/09/10,United Arab Emirates,2,50,24,India
1496925,2025/09/14,Pakistan,1,50,61,Against India
1496925,2025/09/14,Pakistan,1,100,108,Against India
1496925,2025/09/14,Pakistan,2,50,31,India
1496925,2025/09/14,Pakistan,2,100,78,India
1496931,2025/09/19,Oman,1,50,31,India
1496931,2025/09/19,Oman,1,100,60,India
1496931,2025/09/19,Oman,1,150,94,India
1496931,2025/09/19,Oman,2,50,40,Against India
1496931,2025/09/19,Oman,2,100,83,Against India
1496931,2025/09/19,Oman,2,150,110,Against India
1496933,2025/09/21,Pakistan,1,50,35,Against India
1496933,2025/09/21,Pakistan,1,100,68,Against India
1496933,2025/09/21,Pakistan,1,150,112,Against India
1496933,2025/09/21,Pakistan,2,50,28,India
1496933,2025/09/21,Pakistan,2,100,52,India
1496933,2025/09/21,Pakistan,2,150,101,India
1496935,2025/09/24,Bangladesh,1,50,30,India
1496935,2025/09/24,Bangladesh,1,100,61,India
1496935,2025/09/24,Bangladesh,1,150,106,India
1496935,2025/09/24,Bangladesh,2,50,43,Against India
1496935,2025/09/24,Bangladesh,2,100,82,Against India
1496937,2025/09/26,Sri Lanka,1,50,27,India
1496937,2025/09/26,Sri Lanka,1,100,60,India
1496937,2025/09/26,Sri Lanka,1,150,90,India
1496937,2025/09/26,Sri Lanka,1,200,120,India
1496937,2025/09/26,Sri Lanka,2,50,27,Against India
1496937,2025/09/26,Sri Lanka,2,100,53,Against India
1496937,2025/09/26,Sri Lanka,2,150,85,Against India
1496937,2025/09/26,Sri Lanka,2,200,119,Against India
1496938,2025/09/28,Pakistan,1,50,41,Against India
1496938,2025/09/28,Pakistan,1,100,68,Against India
1496938,2025/09/28,Pakistan,2,50,49,India
1496938,2025/09/28,Pakistan,2,100,90,India
1496938,2025/09/28,Pakistan,2,150,118,India
255954,2006/12/01,South Africa,1,50,56,Against India
255954,2006/12/01,South Africa,1,100,92,Against India
255954,2006/12/01,South Africa,2,50,45,India
255954,2006/12/01,South Africa,2,100,97,India
287862,2007/09/14,Pakistan,1,50,56,India
287862,2007/09/14,Pakistan,1,100,94,India
287862,2007/09/14,Pakistan,2,50,55,Against India
287862,2007/09/14,Pakistan,2,100,101,Against India
287865,2007/09/16,New Zealand,1,50,38,Against India
287865,2007/09/16,New Zealand,1,100,81,Against India
287865,2007/09/16,New Zealand,1,150,103,Against India
287865,2007/09/16,New Zealand,2,50,25,India
287865,2007/09/16,New Zealand,2,100,62,India
287865,2007/09/16,New Zealand,2,150,101,India
287873,2007/09/19,England,1,50,40,India
287873,2007/09/19,England,1,100,67,India
287873,2007/09/19,England,1,150,97,India
287873,2007/09/19,England,1,200,113,India
287873,2007/09/19,England,2,50,32,Against India
287873,2007/09/19,England,2,100,67,Against India
287873,2007/09/19,England,2,150,95,Against India
287873,2007/09/19,England,2,200,120,Against India
287876,2007/09/20,South Africa,1,50,59,India
287876,2007/09/20,South Africa,1,100,94,India
287876,2007/09/20,South Africa,1,150,120,India
287876,2007/09/20,South Africa,2,50,62,Against India
287876,2007/09/20,South Africa,2,100,99,Against India
287878,2007/09/22,Australia,1,50,56,India
287878,2007/09/22,Australia,1,100,81,India
287878,2007/09/22,Australia,1,150,104,India
287878,2007/09/22,Australia,2,50,44,Against India
287878,2007/09/22,Australia,2,100,72,Against India
287878,2007/09/22,Australia,2,150,98,Against India
287879,2007/09/24,Pakistan,1,50,46,India
287879,2007/09/24,Pakistan,1,100,79,India
287879,2007/09/24,Pakistan,1,150,116,India
287879,2007/09/24,Pakistan,2,50,33,Against India
287879,2007/09/24,Pakistan,2,100,93,Against India
287879,2007/09/24,Pakistan,2,150,116,Against India
291356,2008/02/01,Australia,1,50,73,India
291356,2008/02/01,Australia,2,50,41,Against India
297800,2007/10/20,Australia,1,50,32,Against India
297800,2007/10/20,Australia,1,100,75,Against India
297800,2007/10/20,Australia,1,150,109,Against India
297800,2007/10/20,Australia,2,50,30,India
297800,2007/10/20,Australia,2,100,60,India
297800,2007/10/20,Australia,2,150,99,India
355994,2009/06/06,Bangladesh,1,50,32,India
355994,2009/06/06,Bangladesh,1,100,76,India
355994,2009/06/06,Bangladesh,1,150,104,India
355994,2009/06/06,Bangladesh,2,50,32,Against India
355994,2009/06/06,Bangladesh,2,100,81,Against India
355994,2009/06/06,Bangladesh,2,150,116,Against India
356001,2009/06/10,Ireland,1,50,62,Against India
356001,2009/06/10,Ireland,1,100,104,Against India
356001,2009/06/10,Ireland,2,50,42,India
356001,2009/06/10,Ireland,2,100,80,India
356006,2009/06/12,West Indies,1,50,52,India
356006,2009/06/12,West Indies,1,100,93,India
356006,2009/06/12,West Indies,1,150,120,India
356006,2009/06/12,West Indies,2,50,54,Against India
356006,2009/06/12,West Indies,2,100,86,Against India
356006,2009/06/12,West Indies,2,150,111,Against India
356010,2009/06/14,England,1,50,42,Against India
356010,2009/06/14,England,1,100,90,Against India
356010,2009/06/14,England,1,150,119,Against India
356010,2009/06/14,England,2,50,51,India
356010,2009/06/14,England,2,100,92,India
356010,2009/06/14,England,2,150,120,India
356014,2009/06/16,South Africa,1,50,39,Against India
356014,2009/06/16,South Africa,1,100,97,Against India
356014,2009/06/16,South Africa,2,50,42,India
356014,2009/06/16,South Africa,2,100,102,India
366622,2009/02/27,New Zealand,1,50,40,India
366622,2009/02/27,New Zealand,1,100,92,India
366622,2009/02/27,New Zealand,2,50,25,Against India
366622,2009/02/27,New Zealand,2,100,86,Against India
366622,2009/02/27,New Zealand,2,150,120,Against India
386494,2009/02/25,New Zealand,1,50,31,India
386494,2009/02/25,New Zealand,1,100,78,India
386494,2009/02/25,New Zealand,1,150,113,India
386494,2009/02/25,New Zealand,2,50,34,Against India
386494,2009/02/25,New Zealand,2,100,70,Against India
386494,2009/02/25,New Zealand,2,150,107,Against India
386535,2009/02/10,Sri Lanka,1,50,29,Against India
386535,2009/02/10,Sri Lanka,1,100,78,Against India
386535,2009/02/10,Sri Lanka,1,150,101,Against India
386535,2009/02/10,Sri Lanka,2,50,32,India
386535,2009/02/10,Sri Lanka,2,100,62,India
386535,2009/02/10,Sri Lanka,2,150,107,India
412682,2010/05/02,South Africa,1,50,51,India
412682,2010/05/02,South Africa,1,100,79,India
412682,2010/05/02,South Africa,1,150,106,India
412682,2010/05/02,South Africa,2,50,52,Against India
412682,2010/05/02,South Africa,2,100,86,Against India
412682,2010/05/02,South Africa,2,150,109,Against India
412691,2010/05/07,Australia,1,50,33,Against India
412691,2010/05/07,Australia,1,100,64,Against India
412691,2010/05/07,Australia,1,150,92,Against India
412691,2010/05/07,Australia,2,50,62,India
412691,2010/05/07,Australia,2,100,89,India
412695,2010/05/09,West Indies,1,50,51,Against India
412695,2010/05/09,West Indies,1,100,80,Against India
412695,2010/05/09,West Indies,1,150,107,Against India
412695,2010/05/09,West Indies,2,50,52,India
412695,2010/05/09,West Indies,2,100,85,India
412695,2010/05/09,West Indies,2,150,112,India
412699,2010/05/11,Sri Lanka,1,50,35,India
412699,2010/05/11,Sri Lanka,1,100,73,India
412699,2010/05/11,Sri Lanka,1,150,110,India
412699,2010/05/11,Sri Lanka,2,50,47,Against India
412699,2010/05/11,Sri Lanka,2,100,83,Against India
412699,2010/05/11,Sri Lanka,2,150,114,Against India
430884,2009/12/09,Sri Lanka,1,50,40,Against India
430884,2009/12/09,Sri Lanka,1,100,68,Against India
430884,2009/12/09,Sri Lanka,1,150,95,Against India
430884,2009/12/09,Sri Lanka,1,200,116,Against India
430884,2009/12/09,Sri Lanka,2,50,27,India
430884,2009/12/09,Sri Lanka,2,100,57,India
430884,2009/12/09,Sri Lanka,2,150,96,India
430885,2009/12/12,Sri Lanka,1,50,27,Against India
430885,2009/12/12,Sri Lanka,1,100,56,Against India
430885,2009/12/12,Sri Lanka,1,150,83,Against India
430885,2009/12/12,Sri Lanka,1,200,119,Against India
430885,2009/12/12,Sri Lanka,2,50,31,India
430885,2009/12/12,Sri Lanka,2,100,58,India
430885,2009/12/12,Sri Lanka,2,150,82,India
430885,2009/12/12,Sri Lanka,2,200,110,India
452153,2010/06/12,Zimbabwe,1,50,36,Against India
452153,2010/06/12,Zimbabwe,1,100,109,Against India
452153,2010/06/12,Zimbabwe,2,50,51,India
452153,2010/06/12,Zimbabwe,2,100,83,India
452154,2010/06/13,Zimbabwe,1,50,64,Against India
452154,2010/06/13,Zimbabwe,1,100,100,Against India
452154,2010/06/13,Zimbabwe,2,50,45,India
452154,2010/06/13,Zimbabwe,2,100,81,India
463149,2011/01/09,South Africa,1,50,31,India
463149,2011/01/09,South Africa,1,100,72,India
463149,2011/01/09,South Africa,1,150,107,India
463149,2011/01/09,South Africa,2,50,33,Against India
463149,2011/01/09,South Africa,2,100,72,Against India
474476,2011/08/31,England,1,50,38,India
474476,2011/08/31,England,1,100,66,India
474476,2011/08/31,England,1,150,103,India
474476,2011/08/31,England,2,50,33,Against India
474476,2011/08/31,England,2,100,68,Against India
474476,2011/08/31,England,2,150,106,Against India
489220,2011/06/04,West Indies,1,50,47,India
489220,2011/06/04,West Indies,1,100,96,India
489220,2011/06/04,West Indies,1,150,116,India
489220,2011/06/04,West Indies,2,50,54,Against India
489220,2011/06/04,West Indies,2,100,103,Against India
518954,2012/02/01,Australia,1,50,35,Against India
518954,2012/02/01,Australia,1,100,76,Against India
518954,2012/02/01,Australia,1,150,104,Against India
518954,2012/02/01,Australia,2,50,37,India
518954,2012/02/01,Australia,2,100,90,India
518955,2012/02/03,Australia,1,50,43,Against India
518955,2012/02/03,Australia,1,100,90,Against India
518955,2012/02/03,Australia,2,50,46,India
518955,2012/02/03,Australia,2,100,85,India
521217,2011/10/29,England,1,50,46,India
521217,2011/10/29,England,1,100,110,India
521217,2011/10/29,England,2,50,51,Against India
521217,2011/10/29,England,2,100,87,Against India
533281,2012/09/23,England,1,50,34,India
533281,2012/09/23,England,1,100,79,India
533281,2012/09/23,England,1,150,112,India
533281,2012/09/23,England,2,50,48,Against India
533287,2012/09/28,Australia,1,50,35,India
533287,2012/09/28,Australia,1,100,87,India
533287,2012/09/28,Australia,2,50,40,Against India
533287,2012/09/28,Australia,2,100,60,Against India
533291,2012/09/30,Pakistan,1,50,51,Against India
533291,2012/09/30,Pakistan,1,100,87,Against India
533291,2012/09/30,Pakistan,2,50,47,India
533291,2012/09/30,Pakistan,2,100,84,India
533295,2012/10/02,South Africa,1,50,46,India
533295,2012/10/02,South Africa,1,100,83,India
533295,2012/10/02,South Africa,1,150,118,India
533295,2012/10/02,South Africa,2,50,42,Against India
533295,2012/10/02,South Africa,2,100,80,Against India
533295,2012/10/02,South Africa,2,150,118,Against India
556252,2012/03/30,South Africa,1,50,32,Against India
556252,2012/03/30,South Africa,1,100,68,Against India
556252,2012/03/30,South Africa,1,150,98,Against India
556252,2012/03/30,South Africa,1,200,116,Against India
556252,2012/03/30,South Africa,2,50,35,India
564786,2012/08/07,Sri Lanka,1,50,34,India
564786,2012/08/07,Sri Lanka,1,100,77,India
564786,2012/08/07,Sri Lanka,1,150,116,India
564786,2012/08/07,Sri Lanka,2,50,35,Against India
564786,2012/08/07,Sri Lanka,2,100,86,Against India
565810,2012/12/20,England,1,50,35,Against India
565810,2012/12/20,England,1,100,75,Against India
565810,2012/12/20,England,1,150,118,Against India
565810,2012/12/20,England,2,50,33,India
565810,2012/12/20,England,2,100,66,India
565810,2012/12/20,England,2,150,104,India
565811,2012/12/22,England,1,50,33,India
565811,2012/12/22,England,1,100,79,India
565811,2012/12/22,England,1,150,104,India
565811,2012/12/22,England,2,50,31,Against India
565811,2012/12/22,England,2,100,70,Against India
565811,2012/12/22,England,2,150,108,Against India
565820,2012/09/11,New Zealand,1,50,50,Against India
565820,2012/09/11,New Zealand,1,100,84,Against India
565820,2012/09/11,New Zealand,1,150,109,Against India
565820,2012/09/11,New Zealand,2,50,37,India
565820,2012/09/11,New Zealand,2,100,71,India
565820,2012/09/11,New Zealand,2,150,113,India
589306,2012/12/25,Pakistan,1,50,41,India
589306,2012/12/25,Pakistan,1,100,81,India
589306,2012/12/25,Pakistan,2,50,62,Against India
589306,2012/12/25,Pakistan,2,100,92,Against India
589307,2012/12/28,Pakistan,1,50,38,India
589307,2012/12/28,Pakistan,1,100,76,India
589307,2012/12/28,Pakistan,1,150,104,India
589307,2012/12/28,Pakistan,2,50,31,Against India
589307,2012/12/28,Pakistan,2,100,74,Against India
589307,2012/12/28,Pakistan,2,150,99,Against India
647247,2013/10/10,Australia,1,50,25,Against India
647247,2013/10/10,Australia,1,100,56,Against India
647247,2013/10/10,Australia,1,150,83,Against India
647247,2013/10/10,Australia,1,200,120,Against India
647247,2013/10/10,Australia,2,50,32,India
647247,2013/10/10,Australia,2,100,66,India
647247,2013/10/10,Australia,2,150,95,India
647247,2013/10/10,Australia,2,200,117,India
667731,2014/09/07,England,1,50,41,Against India
667731,2014/09/07,England,1,100,91,Against India
667731,2014/09/07,England,1,150,112,Against India
667731,2014/09/07,England,2,50,36,India
667731,2014/09/07,England,2,100,70,India
667731,2014/09/07,England,2,150,103,India
682921,2014/03/21,Pakistan,1,50,58,Against India
682921,2014/03/21,Pakistan,1,100,95,Against India
682921,2014/03/21,Pakistan,2,50,46,India
682921,2014/03/21,Pakistan,2,100,86,India
682929,2014/03/23,West Indies,1,50,64,Against India
682929,2014/03/23,West Indies,1,100,107,Against India
682929,2014/03/23,West Indies,2,50,37,India
682929,2014/03/23,West Indies,2,100,77,India
682943,2014/03/28,Bangladesh,1,50,51,Against India
682943,2014/03/28,Bangladesh,1,100,97,Against India
682943,2014/03/28,Bangladesh,2,50,42,India
682943,2014/03/28,Bangladesh,2,100,80,India
682951,2014/03/30,Australia,1,50,41,India
682951,2014/03/30,Australia,1,100,89,India
682951,2014/03/30,Australia,1,150,110,India
682951,2014/03/30,Australia,2,50,50,Against India
682963,2014/04/04,South Africa,1,50,44,Against India
682963,2014/04/04,South Africa,1,100,75,Against India
682963,2014/04/04,South Africa,1,150,111,Against India
682963,2014/04/04,South Africa,2,50,30,India
682963,2014/04/04,South Africa,2,100,75,India
682963,2014/04/04,South Africa,2,150,101,India
682965,2014/04/06,Sri Lanka,1,50,54,India
682965,2014/04/06,Sri Lanka,1,100,91,India
682965,2014/04/06,Sri Lanka,2,50,49,Against India
682965,2014/04/06,Sri Lanka,2,100,92,Against India
885969,2015/07/17,Zimbabwe,1,50,32,India
885969,2015/07/17,Zimbabwe,1,100,74,India
885969,2015/07/17,Zimbabwe,1,150,104,India
885969,2015/07/17,Zimbabwe,2,50,42,Against India
885969,2015/07/17,Zimbabwe,2,100,109,Against India
885971,2015/07/19,Zimbabwe,1,50,37,Against India
885971,2015/07/19,Zimbabwe,1,100,83,Against India
885971,2015/07/19,Zimbabwe,2,50,33,India
885971,2015/07/19,Zimbabwe,2,100,83,India
895817,2016/01/26,Australia,1,50,35,India
895817,2016/01/26,Australia,1,100,74,India
895817,2016/01/26,Australia,1,150,104,India
895817,2016/01/26,Australia,2,50,32,Against India
895817,2016/01/26,Australia,2,100,71,Against India
895817,2016/01/26,Australia,2,150,113,Against India
895819,2016/01/29,Australia,1,50,36,India
895819,2016/01/29,Australia,1,100,68,India
895819,2016/01/29,Australia,1,150,101,India
895819,2016/01/29,Australia,2,50,31,Against India
895819,2016/01/29,Australia,2,100,67,Against India
895819,2016/01/29,Australia,2,150,113,Against India
895821,2016/01/31,Australia,1,50,31,Against India
895821,2016/01/31,Australia,1,100,70,Against India
895821,2016/01/31,Australia,1,150,97,Against India
895821,2016/01/31,Australia,2,50,25,India
895821,2016/01/31,Australia,2,100,58,India
895821,2016/01/31,Australia,2,150,93,India
895821,2016/01/31,Australia,2,200,120,India
903587,2015/10/02,South Africa,1,50,40,India
903587,2015/10/02,South Africa,1,100,67,India
903587,2015/10/02,South Africa,1,150,89,India
903587,2015/10/02,South Africa,2,50,26,Against India
903587,2015/10/02,South Africa,2,100,69,Against India
903587,2015/10/02,South Africa,2,150,94,Against India
903587,2015/10/02,South Africa,2,200,118,Against India
903589,2015/10/05,South Africa,1,50,56,India
903589,2015/10/05,South Africa,2,50,49,Against India
951329,2016/03/15,New Zealand,1,50,55,Against India
951329,2016/03/15,New Zealand,1,100,104,Against India
951329,2016/03/15,New Zealand,2,50,73,India
951341,2016/03/19,Pakistan,1,50,57,Against India
951341,2016/03/19,Pakistan,1,100,93,Against India
951341,2016/03/19,Pakistan,2,50,51,India
951341,2016/03/19,Pakistan,2,100,85,India
951353,2016/03/23,Bangladesh,1,50,49,India
951353,2016/03/23,Bangladesh,1,100,84,India
951353,2016/03/23,Bangladesh,2,50,40,Against India
951353,2016/03/23,Bangladesh,2,100,85,Against India
951363,2016/03/27,Australia,1,50,22,Against India
951363,2016/03/27,Australia,1,100,77,Against India
951363,2016/03/27,Australia,1,150,118,Against India
951363,2016/03/27,Australia,2,50,47,India
951363,2016/03/27,Australia,2,100,88,India
951363,2016/03/27,Australia,2,150,112,India
951371,2016/03/31,West Indies,1,50,34,India
951371,2016/03/31,West Indies,1,100,74,India
951371,2016/03/31,West Indies,1,150,102,India
951371,2016/03/31,West Indies,2,50,40,Against India
951371,2016/03/31,West Indies,2,100,68,Against India
951371,2016/03/31,West Indies,2,150,96,Against India
963697,2016/02/09,Sri Lanka,1,50,51,India
963697,2016/02/09,Sri Lanka,1,100,111,India
963697,2016/02/09,Sri Lanka,2,50,62,Against India
963697,2016/02/09,Sri Lanka,2,100,107,Against India
963699,2016/02/12,Sri Lanka,1,50,28,India
963699,2016/02/12,Sri Lanka,1,100,66,India
963699,2016/02/12,Sri Lanka,1,150,97,India
963699,2016/02/12,Sri Lanka,2,50,49,Against India
963699,2016/02/12,Sri Lanka,2,100,89,Against India
963701,2016/02/14,Sri Lanka,1,50,50,Against India
963701,2016/02/14,Sri Lanka,2,50,51,India
966745,2016/02/24,Bangladesh,1,50,58,India
966745,2016/02/24,Bangladesh,1,100,93,India
966745,2016/02/24,Bangladesh,1,150,109,India
966745,2016/02/24,Bangladesh,2,50,56,Against India
966745,2016/02/24,Bangladesh,2,100,98,Against India
966751,2016/02/27,Pakistan,1,50,64,Against India
966751,2016/02/27,Pakistan,2,50,53,India
966757,2016/03/01,Sri Lanka,1,50,61,Against India
966757,2016/03/01,Sri Lanka,1,100,96,Against India
966757,2016/03/01,Sri Lanka,2,50,48,India
966757,2016/03/01,Sri Lanka,2,100,87,India
966761,2016/03/03,United Arab Emirates,1,50,76,Against India
966761,2016/03/03,United Arab Emirates,2,50,43,India
966765,2016/03/06,Bangladesh,1,50,45,Against India
966765,2016/03/06,Bangladesh,1,100,80,Against India
966765,2016/03/06,Bangladesh,2,50,39,India
966765,2016/03/06,Bangladesh,2,100,77,India
